# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
abrazar	latin-america	a β ɾ a s a r
abrazar	spain	a β r a θ a ɾ
abrazar	spain	a β ɾ a θ a ɾ
abrazar	spain+latin-america	a β ɾ a s a ɾ
abrazara	spain	a β ɾ a θ a ɾ a
abrazarla	spain	a β ɾ a θ a ɾ l a
abrazarlas	spain	a β ɾ a θ a ɾ l a s
abrazarle	spain	a β ɾ a θ a ɾ l e
abrazarlo	spain	a β ɾ a θ a ɾ l o
abrazarlos	spain	a β ɾ a θ a ɾ l o s
abrazarme	latin-america	a β ɾ a s a r m e
abrazarme	latin-america	a β ɾ a s a ɾ m e
abrazarme	spain	a β ɾ a θ a ɾ m e
abrazarnos	spain	a β ɾ a θ a ɾ n o s
abrazaron	latin-america	a β r a s a ɾ õ n
abrazaron	latin-america	a β ɾ a s a ɾ õ n
abrazaron	spain	a β ɾ a θ a ɾ õ n
abrazaros	spain	a β ɾ a θ a ɾ o s
abrazarse	spain	a β ɾ a θ a r s e
abrazarse	spain	a β ɾ a θ a ɾ s e
abrazarte	spain	a β ɾ a θ a ɾ t̪ e
abrazará	spain	a β ɾ a θ a ɾ a
abrazarán	spain	a β ɾ a θ a ɾ ã n
abrazarás	spain	a β ɾ a θ a ɾ a s
abrazaría	spain	a β ɾ a θ a ɾ i a
abrazas	spain	a β ɾ a θ a s
abrazase	spain	a β ɾ a θ a s e
abrazasen	spain	a β ɾ a θ a s ẽ n
abrazo	latin-america	a β r a s o
abrazo	spain	a β ɾ a θ o
abrazo	spain+latin-america	a β ɾ a s o
abrazos	latin-america	a β r a s o s
abrazos	latin-america	a β ɾ a s o s
abrazos	spain	a β ɾ a θ o s
abrazándola	latin-america	a β ɾ a s ã n d̪ o l a
abrazándola	spain	a β ɾ a θ ã n d̪ o l a
abrazándole	spain	a β ɾ a θ ã n d̪ o l e
abrazándoles	spain	a β ɾ a θ ã n d̪ o l e s
abrazándolo	spain	a β ɾ a θ ã n d̪ o l o
abrazándolos	spain	a β ɾ a θ ã n d̪ o l o s
abrazándome	spain	a β ɾ a θ ã n d̪ o m e
abrazándonos	spain	a β ɾ a θ ã n d̪ o n o s
abrazándose	spain	a β ɾ a θ ã n d̪ o s e
abrazáronse	spain	a β ɾ a θ a ɾ õ n s e
abrazó	latin-america	a β r a s o
abrazó	latin-america	a β ɾ a s o
abrazó	spain	a β r a θ o
abrazó	spain	a β ɾ a θ o
abrazóla	spain	a β ɾ a θ o l a
abrazóle	spain	a β ɾ a θ o l e
abrazóme	latin-america	a β r a s o m e
abrazóme	latin-america	a β ɾ a s o m e
abrazóme	spain	a β ɾ a θ o m e
abre	latin-america	a β r e
abre	spain+latin-america	a β ɾ e
abren	latin-america	a β ɾ ẽ
abren	spain+latin-america	a β ɾ ẽ n
abres	spain	a β ɾ e s
abrevaba	spain	a β ɾ e β a β a
abrevaban	spain	a β ɾ e β a β ã n
abrevadero	latin-america	a β r e β a ð e ɾ o
abrevadero	spain+latin-america	a β ɾ e β a ð e ɾ o
abrevaderos	spain	a β ɾ e β a ð e ɾ o s
abrevan	spain	a β ɾ e β ã n
abrevarás	spain	a β ɾ e β a ɾ a s
abrevia	latin-america	a β r e β j a
abrevia	spain+latin-america	a β ɾ e β j a
abreviaba	spain	a β ɾ e β j a β a
abreviación	spain	a β ɾ e β j a θ j õ n
abreviada	latin-america	a β r e β j a ð a
abreviada	spain+latin-america	a β ɾ e β j a ð a
abreviadas	latin-america	a β ɾ e β j a ð a
abreviadas	latin-america	a β ɾ e β j a ð a s
abreviado	latin-america	a β r e β j a ð o
abreviado	latin-america	a β ɾ e β j a ð o
abreviar	spain+latin-america	a β ɾ e β j a ɾ
abreviatura	latin-america	a β r e β j a t̪ u ɾ a
abreviatura	spain+latin-america	a β ɾ e β j a t̪ u ɾ a
abreviaturas	latin-america	a β ɾ e β j a t̪ u ɾ a h
abreviaturas	latin-america	a β ɾ e β j a t̪ u ɾ a s
abrevie	spain	a β ɾ e β j e
abreviemos	spain	a β ɾ e β j e m o s
abrevies	spain	a β ɾ e β j e s
abrevio	spain	a β ɾ e β j o
abrevó	spain	a β ɾ e β o
abrid	spain	a β ɾ i
abrid	spain+latin-america	a β ɾ i ð
abridle	spain	a β ɾ i ð l e
abridme	spain	a β ɾ i ð m e
abriendo	spain+latin-america	a β r i ẽ n d̪ o
abriendo	spain+latin-america	a β ɾ i ẽ n d̪ o
abriera	spain	a β ɾ j e ɾ a
abrieran	spain	a β ɾ j e ɾ ã n
abriere	spain	a β ɾ j e ɾ e
abrieron	latin-america	a β r j e ɾ õ
abrieron	latin-america	a β ɾ j e ɾ õ
abrieron	spain+latin-america	a β r j e ɾ õ n
abrieron	spain+latin-america	a β ɾ j e ɾ õ n
abriese	spain	a β r j e s e
abriese	spain	a β ɾ j e s e
abriesen	spain	a β ɾ j e s ẽ n
abriga	spain+latin-america	a β ɾ i ɣ a
abrigaba	latin-america	a β r i ɣ a β a
abrigaba	spain+latin-america	a β ɾ i ɣ a β a
abrigaban	spain	a β ɾ i ɣ a β ã n
abrigada	spain+latin-america	a β ɾ i ɣ a ð a
abrigado	spain	a β ɾ i ɣ a ð o
abrigados	spain	a β ɾ i ɣ a ð o s
abrigamos	spain	a β ɾ i ɣ a m o s
abrigan	spain	a β ɾ i ɣ ã n
abrigar	spain	a β ɾ i ɣ a ɾ
abrigara	spain	a β ɾ i ɣ a ɾ a
abrigarla	spain	a β ɾ i ɣ a ɾ l a
abrigaron	spain	a β ɾ i ɣ a ɾ õ n
abrigarse	latin-america	a β r i ɣ a r s e
abrigarse	spain+latin-america	a β ɾ i ɣ a r s e
abrigarse	spain+latin-america	a β ɾ i ɣ a ɾ s e
abrigas	spain	a β ɾ i ɣ a s
abrigase	spain	a β ɾ i ɣ a s e
abrigo	spain+latin-america	a β r i ɣ o
abrigo	spain+latin-america	a β ɾ i ɣ o
abrigos	latin-america	a β ɾ i ɣ o
abrigos	spain+latin-america	a β ɾ i ɣ o s
abrigue	spain	a β ɾ i ʝ e
abriguen	spain	a β ɾ i ʝ ẽ n
abrigáis	spain	a β ɾ i ɣ a j s
abrigándole	spain	a β ɾ i ɣ ã n d̪ o l e
abrigándose	spain	a β ɾ i ɣ ã n d̪ o s e
abrigó	spain	a β ɾ i ɣ o
abril	spain+latin-america	a β r i l
abril	spain+latin-america	a β ɾ i l
abrila	spain	a β ɾ i l a
abriles	spain	a β ɾ i l e s
abrillanta	spain	a β ɾ i ʝ ã n t̪ a
abrillantaba	spain	a β ɾ i ʝ ã n t̪ a β a
abrillantan	spain	a β ɾ i ʝ ã n t̪ a n
abrimos	spain	a β ɾ i m o s
abriose	spain	a β ɾ j o s e
abrir	latin-america	a β r i
abrir	latin-america	a β ɾ i
abrir	spain+latin-america	a β r i r
abrir	spain+latin-america	a β r i ɾ
abrir	spain+latin-america	a β ɾ i r
abrir	spain+latin-america	a β ɾ i ɾ
abriremos	spain	a β ɾ i ɾ e m o s
abrirla	latin-america	a β ɾ i r l a
abrirla	spain+latin-america	a β ɾ i ɾ l a
abrirlas	spain	a β ɾ i ɾ l a s
abrirle	spain	a β r i ɾ l e
abrirle	spain	a β ɾ i ɾ l e
abrirles	spain	a β ɾ i ɾ l e s
abrirlo	latin-america	a β r i r l o
abrirlo	latin-america	a β r i ɾ l o
abrirlo	latin-america	a β ɾ i r l o
abrirlo	spain+latin-america	a β ɾ i ɾ l o
abrirlos	latin-america	a β r i r l o s
abrirlos	latin-america	a β ɾ i r l o s
abrirlos	spain+latin-america	a β ɾ i ɾ l o s
abrirme	spain	a β ɾ i ɾ m e
abrirnos	spain	a β ɾ i ɾ n o s
abriros	spain	a β ɾ i ɾ o s
abrirse	latin-america	a β r i ɾ s e
abrirse	spain+latin-america	a β ɾ i ɾ s e
abrirá	latin-america	a β r i ɾ a
abrirá	spain+latin-america	a β ɾ i ɾ a
abrirán	spain+latin-america	a β ɾ i ɾ ã n
abrirás	spain	a β ɾ i ɾ a s
abriré	spain	a β ɾ i ɾ e
abriría	spain	a β ɾ i ɾ i a
abrirían	spain	a β ɾ i ɾ i ã n
abriste	spain	a β ɾ i s t̪ e
abriéndola	spain	a β ɾ i ẽ n d̪ o l a
abriéndole	spain	a β ɾ i ẽ n d̪ o l e
abriéndoles	spain	a β ɾ i ẽ n d̪ o l e s
abriéndolo	spain	a β ɾ i ẽ n d̪ o l o
abriéndolos	spain	a β ɾ i ẽ n d̪ o l o s
abriéndome	spain	a β ɾ i ẽ n d̪ o m e
abriéndonos	spain	a β ɾ i ẽ n d̪ o n o s
abriéndose	spain+latin-america	a β ɾ i ẽ n d̪ o s e
abriéronla	spain	a β ɾ i e ɾ õ n l a
abriéronle	spain	a β ɾ i e ɾ õ n l e
abriéronse	spain+latin-america	a β ɾ i e ɾ õ n s e
abrió	spain+latin-america	a β r j o
abrió	spain+latin-america	a β ɾ j o
abrióla	spain	a β ɾ j o l a
abrióle	spain	a β ɾ j o l e
abriólo	spain	a β ɾ j o l o
abrióme	spain	a β ɾ j o m e
abrióse	spain+latin-america	a β ɾ j o s e
abro	spain	a β ɾ o
abrochaba	spain	a β ɾ o tʃ a β a
abrochada	spain	a β ɾ o tʃ a ð a
abrochado	spain	a β ɾ o tʃ a ð o
abrochar	spain	a β ɾ o tʃ a ɾ
abrocharse	spain	a β ɾ o tʃ a ɾ s e
abrochándose	spain	a β ɾ o tʃ ã n d̪ o s e
abrochó	spain	a β ɾ o tʃ o
abroga	spain	a β ɾ o ɣ a
abrogación	latin-america	a β r o ɣ a s j õ n
abrogar	spain	a β r o ɣ a ɾ
abrojos	spain	a β ɾ o x o s
abroñigal	spain	a β r o ɲ i ɣ a l
abruma	spain	a β ɾ u m a
abrumaba	spain	a β ɾ u m a β a
abrumaban	spain	a β ɾ u m a β ã n
abrumada	latin-america	a β r u m a ð a
abrumada	spain+latin-america	a β ɾ u m a ð a
abrumadas	spain	a β ɾ u m a ð a s
abrumado	spain+latin-america	a β r u m a ð o
abrumado	spain+latin-america	a β ɾ u m a ð o
abrumador	latin-america	a β r u m a ð o r
abrumador	spain+latin-america	a β ɾ u m a ð o ɾ
abrumadora	spain+latin-america	a β ɾ u m a ð o ɾ a
abrumadoramente	latin-america	a β r u m a ð o ɾ a m ẽ n t̪ e
abrumadoramente	spain+latin-america	a β ɾ u m a ð o ɾ a m ẽ n t̪ e
abrumadoras	spain	a β ɾ u m a ð o ɾ a s
abrumadores	spain	a β ɾ u m a ð o ɾ e s
abrumados	spain+latin-america	a β r u m a ð o s
abrumados	spain+latin-america	a β ɾ u m a ð o s
abruman	spain	a β ɾ u m a n
abrumando	spain	a β ɾ u m ã n d̪ o
abrumar	spain	a β ɾ u m a ɾ
abrumarla	spain	a β ɾ u m a ɾ l a
abrumarle	spain	a β ɾ u m a ɾ l e
abrumarme	spain	a β ɾ u m a ɾ m e
abrumaron	spain	a β ɾ u m a ɾ õ n
abrumándolo	spain	a β ɾ u m ã n d̪ o l o
abrumó	spain	a β ɾ u m o
abrupta	latin-america	a β r u β t̪ a
abrupta	spain+latin-america	a β ɾ u β t̪ a
abruptamente	latin-america	a β r u β t̪ a m ẽ n t̪ e
abruptamente	latin-america	a β ɾ u β t̪ a m ẽ n t̪ e
abruptas	latin-america	a β r u β t̪ a s
abruptas	latin-america	a β ɾ u β t̪ a h
abruptas	spain+latin-america	a β ɾ u β t̪ a s
abrupto	latin-america	a β r u β t̪ o
abrupto	spain+latin-america	a β ɾ u β t̪ o
abruptos	spain+latin-america	a β ɾ u β t̪ o s
abruzos	latin-america	a β r u s o s
abruzos	latin-america	a β ɾ u s o s
abráis	spain	a β ɾ a j s
abrázame	spain	a β ɾ a θ a m e
abrázase	spain	a β ɾ a θ a s e
abrázate	spain	a β ɾ a θ a t̪ e
abré	spain	a β ɾ e
abrí	latin-america	a β r i
abrí	spain+latin-america	a β ɾ i
abría	spain	a β r i a
abría	spain+latin-america	a β ɾ i a
abríamos	spain	a β ɾ i a m o s
abrían	latin-america	a β ɾ i ã
abrían	spain+latin-america	a β r i ã n
abrían	spain+latin-america	a β ɾ i ã n
abríanme	spain	a β ɾ i ã m e
abríanse	spain	a β ɾ i ã n s e
abríase	spain	a β ɾ i a s e
abrígate	spain+latin-america	a β ɾ i ɣ a t̪ e
abríos	spain	a β ɾ i o s
abrís	spain	a β ɾ i s
abrístela	spain	a β ɾ i s t̪ e l a
absalón	spain	a β s a l õ n
absamético	spain	a β s a m e t̪ i k o
absceso	latin-america	a β s e s o
absceso	spain	a β s θ e s o
abscesos	latin-america	a β s e s o
abscesos	latin-america	a β s e s o s
abscisas	latin-america	a β s i s a s
abscisión	latin-america	a β s i s j õ n
abscisión	spain	a β s θ i s j õ n
absenta	spain	a β s ẽ n t̪ a
absoluciones	spain	a β s o l u θ j o n e s
absolución	latin-america	a β s o l u s j õ n
absolución	spain	a β s o l u θ j õ n
absoluta	spain+latin-america	a β s o l u t̪ a
absolutamente	spain+latin-america	a β s o l u t̪ a m ẽ n t̪ e
absolutas	latin-america	a β s o l u t̪ a
absolutas	spain+latin-america	a β s o l u t̪ a s
absolutismo	spain+latin-america	a β s o l u t̪ i z m o
absolutista	spain+latin-america	a β s o l u t̪ i s t̪ a
absolutistas	spain	a β s o l u t̪ i s t̪ a s
absoluto	spain+latin-america	a β s o l u t̪ o
absolutos	spain+latin-america	a β s o l u t̪ o s
absolutísimo	spain	a β s o l u t̪ i s i m o
absolver	latin-america	a β s o l β e r
absolver	spain+latin-america	a β s o l β e ɾ
absolverle	spain	a β s o l β e ɾ l e
absolverme	spain+latin-america	a β s o l β e ɾ m e
absolverá	spain	a β s o l β e ɾ a
absolviéndome	spain	a β s o l β i ẽ n d̪ o m e
absolvió	latin-america	a β s o l β j o
absolvía	spain	a β s o l β i a
absorbe	spain+latin-america	a β s o r β e
absorbe	spain+latin-america	a β s o ɾ β e
absorben	latin-america	a β s o r β ẽ n
absorben	spain+latin-america	a β s o ɾ β ẽ n
absorbente	latin-america	a β s o r β ẽ n t̪ e
absorbente	spain+latin-america	a β s o ɾ β ẽ n t̪ e
absorbentes	latin-america	a β s o r β ẽ n t̪ e s
absorbentes	spain+latin-america	a β s o ɾ β ẽ n t̪ e s
absorber	spain+latin-america	a β s o r β e ɾ
absorber	spain+latin-america	a β s o ɾ β e ɾ
absorberme	spain	a β s o ɾ β e ɾ m e
absorberse	spain	a β s o ɾ β e ɾ s e
absorbida	latin-america	a β s o r β i ð a
absorbida	spain+latin-america	a β s o ɾ β i ð a
absorbidas	latin-america	a β s o r β i ð a s
absorbidas	latin-america	a β s o ɾ β i ð a h
absorbidas	latin-america	a β s o ɾ β i ð a s
absorbido	latin-america	a β s o r β i ð o
absorbido	spain+latin-america	a β s o ɾ β i ð o
absorbidos	latin-america	a β s o r β i ð o
absorbidos	latin-america	a β s o r β i ð o s
absorbidos	latin-america	a β s o ɾ β i ð o
absorbidos	spain+latin-america	a β s o ɾ β i ð o s
absorbiendo	spain+latin-america	a β s o ɾ β j ẽ n d̪ o
absorbiera	spain	a β s o ɾ β j e ɾ a
absorbió	spain+latin-america	a β s o ɾ β i o
absorbía	spain	a β s o ɾ β i a
absorbían	spain	a β s o ɾ β i ã n
absorción	latin-america	a β s o r s j õ n
absorción	latin-america	a β s o ɾ s j õ n
absorción	spain	a β s o ɾ θ j õ n
absorta	spain	a β s o ɾ t̪ a
absortas	spain	a β s o ɾ t̪ a s
absorto	spain	a β s o ɾ t̪ o
absortos	spain	a β s o ɾ t̪ o s
abstenciones	latin-america	a β s t̪ ẽ n s j o n e h
abstenciones	latin-america	a β s t̪ ẽ n s j o n e s
abstencionismo	latin-america	a β s t̪ ẽ n s j o ɲ i z m o
abstencionismo	spain	a β s t̪ ẽ n θ j o ɲ i z m o
abstención	latin-america	a β s t̪ ẽ n s j õ n
abstención	spain	a β s t̪ ẽ n θ j õ n
abstendremos	spain	a β s t̪ ẽ n d̪ ɾ e m o s
abstendrá	spain	a β s t̪ ẽ n d̪ ɾ a
abstendré	spain	a β s t̪ ẽ n d̪ ɾ e
abstendría	spain	a β s t̪ ẽ n d̪ ɾ i a
abstenerme	spain	a β s t̪ e n e ɾ m e
abstenerse	spain+latin-america	a β s t̪ e n e ɾ s e
abstenga	spain	a β s t̪ ẽ ŋ ɡ a
abstengan	spain	a β s t̪ ẽ ŋ ɡ ã n
abstengo	spain	a β s t̪ ẽ ŋ ɡ o
abstengáis	spain	a β s t̪ ẽ ŋ ɡ a j s
abstenido	spain	a β s t̪ e ɲ i ð o
absteniéndose	spain	a β s t̪ e ɲ j ẽ n d̪ o s e
abstente	spain	a β s t̪ ẽ n t̪ e
abstenía	spain	a β s t̪ e ɲ i a
abstiene	spain	a β s t̪ j e n e
abstienen	spain	a β s t̪ j e n ẽ n
abstienes	spain	a β s t̪ j e n e s
abstinencia	latin-america	a β s t̪ i n ẽ n s j a
abstinencia	spain	a β s t̪ i n ẽ n θ j a
abstinencias	spain	a β s t̪ i n ẽ n θ j a s
abstracciones	latin-america	a β s t̪ ɾ a ɣ s j o n e h
abstracciones	latin-america	a β s t̪ ɾ a ɣ s j o n e s
abstracciones	spain	a β s t̪ ɾ a ɣ θ j o n e s
abstracción	latin-america	a β s t̪ ɾ a ɣ s j õ
abstracción	latin-america	a β s t̪ ɾ a ɣ s j õ n
abstracción	spain	a β s t̪ ɾ a ɣ θ j õ n
abstracta	spain+latin-america	a β s t̪ ɾ a ɣ t̪ a
abstractas	spain+latin-america	a β s t̪ ɾ a ɣ t̪ a s
abstracto	spain+latin-america	a β s t̪ ɾ a ɣ t̪ o
abstractos	latin-america	a β s t̪ ɾ a ɣ t̪ o
abstractos	spain+latin-america	a β s t̪ ɾ a ɣ t̪ o s
abstraída	spain	a β s t̪ ɾ a i ð a
abstraído	spain	a β s t̪ ɾ a i ð o
abstrusas	spain	a β s t̪ ɾ u s a s
abstrusos	spain	a β s t̪ ɾ u s o s
abstuve	spain+latin-america	a β s t̪ u β e
abstuviera	spain	a β s t̪ u β j e ɾ a
abstuvieron	latin-america	a β s t̪ u β j e ɾ õ n
abstuviese	spain	a β s t̪ u β j e s e
abstuvo	spain+latin-america	a β s t̪ u β o
abstúvose	spain	a β s t̪ u β o s e
absuelta	spain+latin-america	a β s w e l t̪ a
absueltas	latin-america	a β s w e l t̪ a
absueltas	latin-america	a β s w e l t̪ a s
absuelto	spain+latin-america	a β s w e l t̪ o
absueltos	spain+latin-america	a β s w e l t̪ o s
absuelva	spain	a β s w e l β a
absuelvan	latin-america	a β s w e l β ã
absuelvan	latin-america	a β s w e l β ã n
absuelve	spain	a β s w e l β e
absurda	latin-america	a β s u r ð a
absurda	spain+latin-america	a β s u ɾ ð a
absurdamente	spain	a β s u ɾ ð a m ẽ n t̪ e
absurdas	spain	a β s u ɾ ð a s
absurdo	spain+latin-america	a β s u r ð o
absurdo	spain+latin-america	a β s u ɾ ð o
absurdos	latin-america	a β s u ɾ ð o
absurdos	latin-america	a β s u ɾ ð o h
absurdos	spain	a β s u r ð o s
absurdos	spain+latin-america	a β s u ɾ ð o s
abu	spain+latin-america	a β u
abuela	spain+latin-america	a β w e l a
abuelas	latin-america	a β w e l a h
abuelas	spain+latin-america	a β w e l a s
abuelita	spain+latin-america	a β w e ʎ i t̪ a
abuelito	spain+latin-america	a β w e ʎ i t̪ o
abuelo	spain+latin-america	a β w e l o
abuelos	latin-america	a β w e l o
abuelos	latin-america	a β w e l o h
abuelos	spain+latin-america	a β w e l o s
abulense	latin-america	a β u l ẽ n s e
abullonaban	spain	a β u ʝ o n a β ã n
abulta	spain	a β u l t̪ a
abultaba	spain	a β u l t̪ a β a
abultada	spain+latin-america	a β u l t̪ a ð a
abultadas	spain	a β u l t̪ a ð a s
abultado	spain	a β u l t̪ a ð o
abultados	spain	a β u l t̪ a ð o s
abultamiento	spain	a β u l t̪ a m j ẽ n t̪ o
abultan	spain	a β u l t̪ a n
abulto	spain	a β u l t̪ o
abulón	latin-america	a β u l õ n
abunda	spain+latin-america	a β ũ n d̪ a
abundaba	spain	a β ũ n d̪ a β a
abundaban	spain	a β ũ n d̪ a β ã
abundaban	spain+latin-america	a β ũ n d̪ a β ã n
abundamiento	spain	a β ũ n d̪ a m j ẽ n t̪ o
abundan	latin-america	a β ũ n d̪ ã
abundan	spain+latin-america	a β ũ n d̪ ã n
abundancia	spain	a β ũ n d̪ ã n θ j a
abundancia	spain+latin-america	a β ũ n d̪ ã n s j a
abundancias	spain	a β ũ n d̪ ã n θ j a s
abundando	spain	a β ũ n d̪ ã n d̪ o
abundante	spain+latin-america	a β ũ n d̪ ã n t̪ e
abundantemente	spain+latin-america	a β ũ n d̪ ã n t̪ e m ẽ n t̪ e
abundantes	latin-america	a β ũ n d̪ ã n t̪ e
abundantes	latin-america	a β ũ n d̪ ã n t̪ e h
abundantes	spain+latin-america	a β ũ n d̪ ã n t̪ e s
abundantísima	spain	a β ũ n d̪ ã n t̪ i s i m a
abundantísimamente	spain	a β ũ n d̪ ã n t̪ i s i m a m ẽ n t̪ e
abundantísimo	spain	a β ũ n d̪ ã n t̪ i s i m o
abundantísimos	spain	a β ũ n d̪ ã n t̪ i s i m o s
abundar	spain	a β ũ n d̪ a ɾ
abundaron	spain	a β ũ n d̪ a ɾ õ n
abunde	spain	a β ũ n d̪ e
abunden	spain	a β ũ n d̪ ẽ n
abundosa	spain	a β ũ n d̪ o s a
abundosas	spain	a β ũ n d̪ o s a s
abundoso	spain	a β ũ n d̪ o s o
abundéis	spain	a β ũ n d̪ e j s
abundó	spain	a β ũ n d̪ o
abur	spain	a β u ɾ
aburra	spain	a β u r a
aburre	spain+latin-america	a β u r e
aburren	spain	a β u r ẽ n
aburres	spain	a β u r e s
aburrida	spain+latin-america	a β u r i ð a
aburridas	latin-america	a β u r i ð a
aburridas	spain+latin-america	a β u r i ð a s
aburrido	spain+latin-america	a β u r i ð o
aburridos	latin-america	a β u r i ð o
aburridos	spain+latin-america	a β u r i ð o s
aburridísimo	spain	a β u r i ð i s i m o
aburrimiento	spain+latin-america	a β u r i m j ẽ n t̪ o
aburrimos	spain	a β u r i m o s
aburrir	spain	a β u r i ɾ
aburrirme	spain	a β u r i ɾ m e
aburrirse	spain+latin-america	a β u r i ɾ s e
aburrirá	spain	a β u r i ɾ a
aburriría	spain	a β u r i ɾ i a
aburriéndome	spain	a β u r i ẽ n d̪ o m e
aburriéndose	spain	a β u r i ẽ n d̪ o s e
aburro	spain+latin-america	a β u r o
aburrá	spain	a β u r a
aburría	spain+latin-america	a β u r i a
aburríamos	spain	a β u r i a m o s
aburrían	spain	a β u r i ã n
abusa	spain	a β u s a
abusaba	spain+latin-america	a β u s a β a
abusada	spain+latin-america	a β u s a ð a
abusado	spain	a β u s a ð o
abusamos	spain	a β u s a m o s
abusan	spain	a β u s ã n
abusando	spain	a β u s ã n d̪ o
abusar	latin-america	a β u s a r
abusar	spain+latin-america	a β u s a ɾ
abusaron	spain	a β u s a ɾ õ n
abuse	spain	a β u s e
abusen	spain	a β u s ẽ n
abuses	spain	a β u s e s
abusivo	spain+latin-america	a β u s i β o
abuso	spain+latin-america	a β u s o
abusos	latin-america	a β u s o
abusos	spain+latin-america	a β u s o s
abusáis	spain	a β u s a j s
abusé	spain	a β u s e
abuséis	spain	a β u s e j s
abusó	spain+latin-america	a β u s o
abyección	spain	a β ʝ e ɣ θ j õ n
abyecta	spain	a β ʝ e ɣ t̪ a
abyecto	spain	a β ʝ e ɣ t̪ o
abyectos	spain	a β ʝ e ɣ t̪ o s
abátelos	spain	a β a t̪ e l o s
abén	spain	a β ẽ n
abérmelas	spain	a β e ɾ m e l a s
abía	spain	a β i a
abías	spain	a β i a s
aca	spain+latin-america	a k a
acaba	spain+latin-america	a k a β a
acababa	spain+latin-america	a k a β a β a
acababan	spain+latin-america	a k a β a β ã n
acabad	spain	a k a β a ð
acabada	spain+latin-america	a k a β a ð a
acabadas	latin-america	a k a β a ð a h
